id,source,tier,program,result,season,gpa,gpa_scale,gre_quant,gre_verbal,toefl,undergrad_school,undergrad_tier,undergrad_country,major,major_relevance,intern_count,intern_level,intern_relevance,has_paper,has_research,research_level,gender,nationality,raw_text
7c2bc15878e2,gradcafe,D,finance-unknown,rejected,2018 Fall,,,,,,Cambridge  University (UK),,,,,,,,,,,,international,Cambridge  University (UK) (MPhil)- Finance And Economics; Other (F18) Rejected via E-mail on 20 Apr 2018 From waitlist :(
636fc1f778db,gradcafe,D,finance-unknown,,2018 Fall,,,,,,Cambridge  University (UK),,,,,,,,,,,,international,Cambridge  University (UK) MPhil Finance And Economics; Masters (F18) Other via Other on 12 Apr 2018 To the post below; I was waitlisted since late Jan too; not today
c012fab2b2db,gradcafe,D,finance-unknown,waitlisted,2018 Fall,,,,,,Cambridge  University (UK),,,,,,,,,,,,international,Cambridge  University (UK) MPhil In Finance And Economics; Masters (F18) Wait listed via E-mail on 12 Apr 2018 Anyone knows the expected time to release results for applications on hold?
3224c444b81e,gradcafe,D,finance-unknown,accepted,2018 Fall,,,,,,London School Of Economics & Political Science (LSE),,,,,,,,,,,,,London School Of Economics & Political Science (LSE) (MPhil)- Finance; PhD (F18) Accepted via E-mail on 8 Apr 2018 They interviewed me in February. I was in their waiting list.
862135d4f502,gradcafe,D,finance-unknown,,2018 Fall,,,,,,The University Of Cambridge (UK),,,,,,,,,,,,,The University Of Cambridge (UK) Finance And Economics; Masters (F18) Other via Other on 4 Apr 2018 does anyone in the waitlist hear news from Cam these days
1a92d555e980,gradcafe,B,,rejected,2018 Fall,3.73,4.0,165.0,,,Ludwig Maximilian University Of Munich(LMU),,,,,,,,,,,,international,"Ludwig Maximilian University Of Munich(LMU) Quantitative Economics; Masters (F18) Rejected via E-mail on 29 Mar 2018 Undergrad GPA: 3.73GRE General (V/Q/W): 0/165/0.00GRE Subject: n/aâ¦ My application is not considered. according to LMU ""qualification of my bs in economics degree; in terms of content and method; is not equivalent to the bachelorâs degree in economics at LMU""...  at least it is sufficent for much better places"
c58e717314bc,gradcafe,D,mfe-unknown,waitlisted,2018 Fall,,,,,,University Of Western Ontario (Western University),,,,,,,,,,,,,University Of Western Ontario (Western University) Financial Economics (MFE); Masters (F18) Wait listed via E-mail on 27 Mar 2018 
4d61c77644da,gradcafe,B,,accepted,2018 Fall,,,169.0,168.0,,Maastricht University,,,,,,,,,,,,international,Maastricht University Financial Economics; Masters (F18) Accepted via E-mail on 23 Mar 2018 Undergrad GPA: n/aGRE General (V/Q/W): 168/169/6.00GRE Subject: n/aâ¦ Awarded the Holland High potential Scholarship as well (tuition fee waiver + stipend of 950 Euros). Most likely going to accept as this is the only fully funded offer on hand
1578be6e2be5,gradcafe,D,finance-unknown,accepted,2018 Fall,,,,,,London School Of Economics & Political Science (LSE),,,,,,,,,,,,international,London School Of Economics & Political Science (LSE) (MPhil)- Finance; PhD (F18) Accepted via E-mail on 24 Mar 2018 I am the poster bellow! To the person asking for more information: I emailed them about my offers; and after one day; I received an interview. Finance at LSE was my second choice program; my first was Econ.
1332c61f00a9,gradcafe,D,finance-unknown,,2018 Fall,,,,,,London School Of Economics & Political Science (LSE),,,,,,,,,,,,international,London School Of Economics & Political Science (LSE) (MPhil)- Finance; PhD (F18) Other via Other on 24 Mar 2018 To the LSE poster below: have you interviewed before this time? Were you in the waiting list before? Could you share more info please?
4425d3bfc910,gradcafe,D,finance-unknown,accepted,2018 Fall,,,,,,London School Of Economics & Political Science (LSE),,,,,,,,,,,,international,London School Of Economics & Political Science (LSE) (MPhil)- Finance; PhD (F18) Accepted via E-mail on 23 Mar 2018 Interviewed on 22 March
4cf16c872050,gradcafe,D,finance-unknown,waitlisted,2018 Fall,,,,,,CEMFI (Spain),,,,,,,,,,,,international,CEMFI (Spain) Master In Economics And Finance; Masters (F18) Wait listed via E-mail on 23 Mar 2018 They told me that my file was incomplete (somehow) by February 15th. Therefore; they are currently reviewing my application.
1c1e1be14dee,gradcafe,D,finance-unknown,,2018 Fall,,,,,,CEMFI (Spain),,,,,,,,,,,,international,CEMFI (Spain) Master In Economics And Finance; Masters (F18) Other via Other on 22 Mar 2018 Is there anyone still waiting just for a response? I haven't received an acceptance/rejection nor a waitlist notification. I haven't received any notification or reply to my emails.
ca83b69a74cb,gradcafe,D,finance-unknown,,2018 Fall,,,,,,CEMFI (Spain),,,,,,,,,,,,international,CEMFI (Spain) Master In Economics And Finance; Masters (F18) Other via Other on 21 Mar 2018 Did anyone that applied for FundaciÃ³n Carolina's scholarship get a reply from CEMFI's admissions team?
30c79213cb9b,gradcafe,D,finance-unknown,waitlisted,2018 Fall,,,,,,London School of Economics,,,,,,,,,,,,,London School of Economics Finance; PhD (F18) Wait listed via E-mail on 20 Mar 2018 Anyone heard from LSE? The ddl of their first round offers should have passed
5808c676426d,gradcafe,D,,rejected,2018 Fall,,,,,,Kellogg School Of Management - Northwestern University,,,,,,,,,,,,international,Kellogg School Of Management - Northwestern University Financial Economics; PhD (F18) Rejected via E-mail on 16 Mar 2018 E-mail to check website
a71c6ae475a9,gradcafe,D,finance-unknown,,2018 Fall,,,,,,CEMFI (Spain),,,,,,,,,,,,international,CEMFI (Spain) Master In Economics And Finance; Masters (F18) Other via Other on 16 Mar 2018 I haven't received anything yet. Did all the applicants receive an email?
9d34c03565cc,gradcafe,D,,rejected,2018 Fall,,,,,,"Kellog, Northwestern University",,,,,,,,,,,,international,Kellog; Northwestern University Joint Program In Financial Economics; PhD (F18) Rejected via E-mail on 16 Mar 2018 email to check website
147cd0fa0312,gradcafe,D,finance-unknown,,2018 Fall,,,,,,CEMFI (Spain),,,,,,,,,,,,international,CEMFI (Spain) Master In Economics And Finance; Masters (F18) Other via Other on 15 Mar 2018 Did anyone received an email? It seems that they didn't care about the deadline the settled down.
879ff22ebcad,gradcafe,D,finance-unknown,,2018 Fall,,,,,,CEMFI,,,,,,,,,,,,,CEMFI Economics And Finance; Masters (F18) Other via Other on 15 Mar 2018 Who will reject the offer? I am still waiting for an answer
25213e465dca,gradcafe,B,finance-unknown,accepted,2018 Fall,3.54,4.0,,,,CEMFI,,,,,,,,,,,,international,CEMFI Economics And Finance; Masters (F18); Masters (F18) Accepted via E-mail on 8 Mar 2018 Undergrad GPA: 3.54GRE General (V/Q/W): 164/167/70.00GRE Subject: n/aâ¦ Tuition waiver; no stipend. Also accepted in GSE and SSE; though I believe I prefer CEMFI for teacher's quality+class size.
04b142b11dac,gradcafe,D,toronto-mmf,rejected,2018 Fall,,,,,,University Of Toronto,,,,,,,,,,,,,University Of Toronto Financial Economics (MFE); Masters (F18) Rejected via E-mail on 6 Mar 2018 Rejected via email on mar 6. Status updated on SGS by Mar 13. Canadian; 3.95 GPA; 3 summers work experience with bank. A little bit of a sting to be rejected; but already have some other offers I am happy to accept. Good luck to all who made it!
75e8e9779437,gradcafe,D,finance-unknown,,2018 Fall,,,,,,CEMFI,,,,,,,,,,,,international,CEMFI Master In Economics And Finance; Masters (F18) Other via Other on 12 Mar 2018 To the poster below : I was notified on March 6 and had to accept before March 20 so I guess you'll have to wait until late March for the next round of answers; good luck!
0ed34daef1bb,gradcafe,D,finance-unknown,,2018 Fall,,,,,,CEMFI,,,,,,,,,,,,international,CEMFI Master In Economics And Finance; Masters (F18) Other via Other on 3 Dec 2018 To the posts below: When do you have to accept or reject the offer? Have you considered to reject/accept before the deadline?
2788f2f1b0fb,gradcafe,D,,,2018 Fall,,,,,,Kellogg School Of Management - Northwestern University,,,,,,,,,,,,international,Kellogg School Of Management - Northwestern University Financial Economics; PhD (F18) Other via Other on 11 Mar 2018 Has anyone heard back from this program? I'm just waiting for this response to make my decision; so any information is appreciated! (for the record: I talked to a guy there who told me that the process was mainly carried out by the econ department.)
89fa680c1f89,gradcafe,B,finance-unknown,accepted,2018 Fall,3.82,4.0,167.0,159.0,,CEMFI,,,,,,,,,,,,,CEMFI Economics And Finance; Masters (F18) Accepted via E-mail on 6 Mar 2018 Undergrad GPA: 3.82GRE General (V/Q/W): 159/167/3.50GRE Subject: n/aâ¦ No Funding. I don't think I can pay for it
5129d5d5c32a,gradcafe,B,jhu-mfm,accepted,2018 Fall,3.43,4.0,168.0,164.0,,Johns Hopkins SAIS,,,,,,,,,,,,us,Johns Hopkins SAIS Master Of Arts In International Economics And Finance (MIEF); Masters (F18) Accepted via E-mail on 9 Mar 2018 Undergrad GPA: 3.43GRE General (V/Q/W): 164/168/5.50GRE Subject: n/aâ¦ 
9538946d1c2c,gradcafe,D,uchicago-msfm,,2018 Fall,,,,,,University Of Chicago,,,,,,,,,,,,,University Of Chicago Joint Program In Financial Economics; PhD (F18) Other via Other on 9 Mar 2018 To the poster below; Joint Program in Financial Economics decisions have been released.  You are only considered for the Joint Program if you first get in to Booth Finance or the Econ department.
101e3a695e00,gradcafe,D,,,2018 Fall,,,,,,Kellogg School Of Management - Northwestern University,,,,,,,,,,,,international,Kellogg School Of Management - Northwestern University Financial Economics; PhD (F18) Other via Other on 8 Mar 2018 To the financial economics poster below who was rejected because of limited spaces available. How did you find out? Did you send an email to the program? Thanks!
ec93d10955a7,gradcafe,D,,rejected,2018 Fall,,,,,,University Of Oxford Said Business School,,,,,,,,,,,,international,University Of Oxford Said Business School DPhil Financial Economics; PhD (F18) Rejected via E-mail on 7 Mar 2018 rejected after interviewing
2873351d16af,gradcafe,D,finance-unknown,waitlisted,2018 Fall,,,,,,Cambridge  University,,,,,,,,,,,,international,Cambridge  University Mphil Finance & Economics; Masters (F18) Wait listed via E-mail on 7 Mar 2018 
bd669147e9cc,gradcafe,B,finance-unknown,accepted,2018 Fall,3.84,4.0,168.0,154.0,,CEMFI (Spain),,,,,,,,,,,,international,CEMFI (Spain) Economics And Finance; Masters (F18) Accepted via E-mail on 6 Mar 2018 Undergrad GPA: 3.84GRE General (V/Q/W): 154/168/4.00GRE Subject: n/aâ¦ Full tuition waiver + health insurance. Very like to accept
5a55251f679e,gradcafe,B,finance-unknown,accepted,2018 Fall,,,166.0,162.0,,CEMFI,,,,,,,,,,,,international,CEMFI Economics And Finance; Masters (F18) Accepted via E-mail on 6 Mar 2018 Undergrad GPA: n/aGRE General (V/Q/W): 162/166/4.00GRE Subject: n/aâ¦ No funding. Have to choose between this and LSE MSc Economics now
70cdf4f6af15,gradcafe,D,mfe-unknown,rejected,2018 Fall,,,,,,The University Of Toront,,,,,,,,,,,,,The University Of Toront Financial Economics (MFE); Masters (F18) Rejected via E-mail on 28 Feb 2018 
d45539399305,gradcafe,D,finance-unknown,,2018 Fall,,,,,,London School Of Economics & Political Science (LSE),,,,,,,,,,,,,London School Of Economics & Political Science (LSE) (MPhil)- Finance; PhD (F18) Other via Other on 3 Mar 2018 To the wl holders: I get an offer from LSE. I don't have other dominating offers now so it is likely that I will accept it. I still have a few schools pending and for sure I will post here if I decide to decline LSE. I am so sorry that I cannot help more at this moment. LSE's ddl is 3.16 so I think you would hear from them soon. Best wishes!
e2cd71da95c0,gradcafe,D,finance-unknown,waitlisted,2018 Fall,,,,,,London School Of Economics,,,,,,,,,,,,international,London School Of Economics Finance; PhD (F18) Wait listed via E-mail on 3 Mar 2018 To the LSE poster belowâ¦â¦sighâ¦We are in the same place. I also know a holder; I guess we are talking different guys; who is going to take the offer. They sent 7offers in total; now 5 are remaining. I should say good luck. If you like send me email with tianjiaxing@ruc.edu.cn
33c2299a3de0,gradcafe,D,finance-unknown,waitlisted,2018 Fall,,,,,,London School Of Economics & Political Science (LSE),,,,,,,,,,,,international,London School Of Economics & Political Science (LSE) Business  (Finance); PhD (F18) Wait listed via E-mail on 3 Mar 2018 I have no offer but a couple of waitlists. I have nothing to do but just wait. I know an offer holder; but unfortunately; very likely he is going to accept it...God bless us
5980f85c3eb0,gradcafe,D,finance-unknown,waitlisted,2018 Spring,,,,,,London School Of Economics (LSE),,,,,,,,,,,,international,London School Of Economics (LSE) Business  (Finance)ce; PhD (S18) Wait listed via E-mail on 3 Mar 2018 To the LSE post below: I asked their faculty.  Do you have other offers or would you wait itï¼ Do you know someone who.have offer and want to.decline itï¼
9213879eaec4,gradcafe,D,finance-unknown,waitlisted,2018 Fall,,,,,,London School Of Economics (LSE),,,,,,,,,,,,international,London School Of Economics (LSE) Business  (Finance); PhD (F18) Wait listed via E-mail on 3 Mar 2018 To some who hold the offer: Are you going to decline ï¼ If so could you post here to let me knowï¼ I am at a dangerous rank at LSE. Thanks a lot ï¼ï¼
2f75f8234067,gradcafe,D,finance-unknown,,2018 Fall,,,,,,CEMFI,,,,,,,,,,,,,CEMFI Economics And Finance; Masters (F18) Other via Other on 3 Mar 2018 Does anyone know whether they have released any results about admissions to Master's yet? It seems that only some PhD offers have been made. Submitted two months ago...
6efa5c5fc5ef,gradcafe,D,cmu-mscf,rejected,2018 Fall,,,,,,Carnegie  Mellon University (CMU) Tepper,,,,,,,,,,,,international,Carnegie  Mellon University (CMU) Tepper Financial Economics; PhD (F18) Rejected via E-mail on 2 Mar 2018 So sad....
347a3cec3e49,gradcafe,D,toronto-mmf,accepted,2018 Fall,,,,,,The University Of Toronto,,,,,,,,,,,,international,The University Of Toronto Financial Economics; Masters (F18) Accepted via E-mail on 23 Feb 2018 2k funding
87fbb0140733,gradcafe,D,finance-unknown,,2018 Fall,,,,,,CEMFI (Spain),,,,,,,,,,,,international,CEMFI (Spain) Economics And Finance; Masters (F18) Other via Other on 2 Mar 2018 Has anybody heard from them?
21fd631a0d8e,gradcafe,D,finance-unknown,waitlisted,2018 Fall,,,,,,London School Of Economics (LSE),,,,,,,,,,,,international,London School Of Economics (LSE) Business  (Finance); PhD (F18) Wait listed via E-mail on 27 Feb 2018 To the offer holder by Lse Fin PHD: Are you going to withdraw you admission or do you jave better choice. LSE is my only program remaining. I am really looking forward to your notification. If you are going to give up the admission would you please let me knowï¼
ea0e126fe390,gradcafe,B,finance-unknown,rejected,2018 Fall,,,167.0,160.0,,London School Of Economics & Political Science (LSE),,,,,,,,,,,,international,London School Of Economics & Political Science (LSE) Business  (Finance); PhD (F18) Rejected via E-mail on 28 Feb 2018 Undergrad GPA: n/aGRE General (V/Q/W): 160/167/5.00GRE Subject: n/aâ¦ Rejected after interview. Good luck everyone!
81930841591d,gradcafe,D,finance-unknown,waitlisted,2018 Fall,,,,,,Brandeis International Business School,,,,,,,,,,,,,Brandeis International Business School Economics And Finance; PhD (F18) Wait listed via E-mail on 27 Feb 2018 Hi; I wonder if any of you received the offer but are not going to accept. Thanks.
00abb7361566,gradcafe,D,,rejected,2018 Fall,,,,,,Northwestern Kellogg School Of Management,,,,,,,,,,,,,Northwestern Kellogg School Of Management Financial Economics; PhD (F18) Rejected via E-mail on 26 Feb 2018 Limited spaces available
ca43a7d2c625,gradcafe,B,finance-unknown,rejected,2018 Fall,4.0,4.0,166.0,,,London School Of Economics & Political Science (LSE),,,,,,,,,,,,international,London School Of Economics & Political Science (LSE) Finance; PhD (F18) Rejected via Website on 26 Feb 2018 Undergrad GPA: 4.00GRE General (V/Q/W): 0/166/0.00GRE Subject: n/aâ¦ Saw the other posts in Economics; apparently they sent me an email; good luck to everyone. 2a/1w/3r/13p
385bfceb2d3e,gradcafe,D,finance-unknown,,2018 Fall,,,,,,University Of Kentucky Gatton College Of Business And Economics,,,,,,,,,,,,us,University Of Kentucky Gatton College Of Business And Economics Business (Finance); PhD (F18); PhD (F18) Other via E-mail on 23 Feb 2018 To the post below; when do you receive the acceptance from the program?
7fce3fbd9ef4,gradcafe,D,finance-unknown,accepted,2018 Fall,,,,,,University Of Kentucky Gatton College Of Business And Economics,,,,,,,,,,,,,University Of Kentucky Gatton College Of Business And Economics Business  (Finance); PhD (F18) Accepted via E-mail on 23 Feb 2018 
ed5cd20071f5,gradcafe,C,columbia-msfe,rejected,2018 Fall,,,170.0,,,Columbia Business School,,,,,,,,,,,,,Columbia Business School Finance And Economics; PhD (F18) Rejected via Website on 22 Feb 2018 Undergrad GPA: n/aGRE General (V/Q/W): 0/170/0.00GRE Subject: n/aâ¦ Implicit becomes explicit. 3a/2w/1r/1ir/8p
04c35c5ee299,gradcafe,D,finance-unknown,rejected,2018 Fall,,,,,,Stockholm School Of Economics (SSE),,,,,,,,,,,,,Stockholm School Of Economics (SSE) Business Administration (Management)/  Finance; PhD (F18) Rejected via E-mail on 22 Feb 2018 rejected :-( what are the stats of those who got in? My GPA is over 3.5; GMAT 700...excellent recommendations.
a337fc1f99d6,gradcafe,D,finance-unknown,rejected,2018 Fall,,,,,,Stockholm School Of Economics (SSE),,,,,,,,,,,,international,Stockholm School Of Economics (SSE) Business  (Finance); PhD (F18) Rejected via E-mail on 22 Feb 2018 No interview
54fe08a1565a,gradcafe,B,finance-unknown,accepted,2018 Fall,,,170.0,,,London School of Economics,,,,,,,,,,,,international,London School of Economics Finance; PhD (F18) Accepted via E-mail on 21 Feb 2018 Undergrad GPA: n/aGRE General (V/Q/W): 0/170/0.00GRE Subject: n/aâ¦ 
312a1c4ab706,gradcafe,B,finance-unknown,accepted,2018 Fall,,,167.0,160.0,,Bocconi University,,,,,,,,,,,,international,Bocconi University Economics And Finance; PhD (F18) Accepted via E-mail on 20 Feb 2018 Undergrad GPA: n/aGRE General (V/Q/W): 160/167/4.00GRE Subject: n/aâ¦ No funding. Will reject; I have better offers.
d1c23d5ea372,gradcafe,B,finance-unknown,rejected,2018 Fall,3.67,4.0,163.0,159.0,,Bocconi University,,,,,,,,,,,,us,Bocconi University Finance And Economics; PhD (F18) Rejected via E-mail on 20 Feb 2018 Undergrad GPA: 3.67GRE General (V/Q/W): 159/163/5.00GRE Subject: n/aâ¦ Score of 58.8... Would not have been too excited to be #54 on the waitlist; though.  This was the least competitive school to which I applied. Yikes.
8753bbf9c342,gradcafe,D,finance-unknown,waitlisted,2018 Fall,,,,,,Bocconi University,,,,,,,,,,,,international,"Bocconi University PhD In Economics And Finance - Curriculum Economics; PhD (F18) Wait listed via E-mail on 20 Feb 2018 At the moment; you are in the waiting list. However; please know that; should any admitted candidates with higher ranking score decline the offer; the ranking will be updated and other candidates may change status; candidates in the waiting list may then be offered a place (""with tuition fees"" or even ""with tuition waiver"" or ""with fellowship"")."
883410a55dde,gradcafe,D,finance-unknown,,2018 Fall,,,,,,London School Of Economics (LSE),,,,,,,,,,,,international,London School Of Economics (LSE) Business  (Finance); PhD (F18) Other via Other on 19 Feb 2018 Anyone heard from LSE? I heard they conducted interviews; do you know when they're going to give results?
b76d4573a11a,gradcafe,D,finance-unknown,,2018 Fall,,,,,,Stockholm School Of Economics (SSE),,,,,,,,,,,,international,Stockholm School Of Economics (SSE) Business  (Finance); PhD (F18) Other via Other on 19 Feb 2018 To the poster below. No I was not interviewed. I received the admission by e-mail and I do not know how many students they accept each year. Good Luck to you! :-)
c6fe5dd59429,gradcafe,D,finance-unknown,,2018 Fall,,,,,,SSE Stockholm School Of Economics,,,,,,,,,,,,international,SSE Stockholm School Of Economics Finance; PhD (F18) Other via Other on 19 Feb 2018 To the poster below: were you interviewed? Do you know how many offers they have sent out? Thanks for sharing
8a77052d980e,gradcafe,D,finance-unknown,accepted,2018 Fall,,,,,,Stockholm School Of Economics (SSE),,,,,,,,,,,,international,Stockholm School Of Economics (SSE) Business  (Finance); PhD (F18) Accepted via E-mail on 19 Feb 2018 
c6f3098c1b06,gradcafe,B,columbia-msfe,accepted,2018 Fall,,,169.0,,,Columbia GSB,,,,,,,,,,,,international,Columbia GSB Finance And Economics; PhD (F18) Accepted via Other on 12 Feb 2018 Undergrad GPA: n/aGRE General (V/Q/W): 0/169/0.00GRE Subject: n/aâ¦ Accepted during interview; formal email came on friday; fellowship. happy.
d9233cfca23a,gradcafe,D,finance-unknown,,2018 Fall,,,,,,London School Of Economics & Political Science (LSE),,,,,,,,,,,,international,London School Of Economics & Political Science (LSE) Business  (Finance); PhD (F18) Other via Other on 16 Feb 2018 Anyone heard back after the interview? Also who conduct the interview?
4029efd11d9f,gradcafe,D,finance-unknown,interview,2018 Fall,,,167.0,160.0,,London School Of Economics,,,,,,,,,,,,international,London School Of Economics Business  (Finance); PhD (F18) Interview via E-mail on 8 Feb 2018 Undergrad GPA: n/aGRE General (V/Q/W): 160/167/5.00GRE Subject: n/aâ¦ Interview to be on the 15th
340afbe2760e,gradcafe,B,,accepted,2018 Fall,3.35,4.0,162.0,159.0,,Cal Poly San Luis Obispo,,,,,,,,,,,,us,Cal Poly San Luis Obispo M.S. Quantitative Economics; Masters (F18) Accepted via Website on 14 Feb 2018 Undergrad GPA: 3.35GRE General (V/Q/W): 159/162/4.50GRE Subject: n/aâ¦ 
ffeeacad01ac,gradcafe,D,columbia-msfe,interview,2018 Fall,,,,,,Columbia  University,,,,,,,,,,,,,Columbia  University Finance And Economics; PhD (F18) Interview via E-mail on 12 Feb 2018 
4d835d8445ed,gradcafe,D,finance-unknown,interview,2018 Fall,,,,,,London School Of Economics & Political Science (LSE),,,,,,,,,,,,international,London School Of Economics & Political Science (LSE) Business  (Finance); PhD (F18) Interview via E-mail on 8 Feb 2018 
250b750c0b9d,gradcafe,C,finance-unknown,accepted,2018 Fall,3.81,4.0,,,,Barcelona Graduate School Of Economics (Barcelona GSE),,,,,,,,,,,,,Barcelona Graduate School Of Economics (Barcelona GSE) International Trade; Finance And Development; Masters (F18) Accepted via E-mail on 5 Feb 2018 Undergrad GPA: 3.81GRE General (V/Q/W): 0/0/0.00GRE Subject: n/aâ¦ Received personal email from Broner; haven't gotten the official letter. Anyone not receive official letter/financial aid package yet?
a85445dcfbb0,gradcafe,D,finance-unknown,interview,2018 Fall,,,,,,University Of Kentucky Gatton College Of Business And Economics,,,,,,,,,,,,international,University Of Kentucky Gatton College Of Business And Economics Business  (Finance); PhD (F18) Interview via E-mail on 26 Jan 2018 
c5f76a52e148,gradcafe,D,finance-unknown,accepted,2018 Fall,,,,,,London School of Economics,,,,,,,,,,,,international,London School of Economics Finance And Economics; Masters (F18) Accepted via E-mail on 26 Jan 2018 
6c961d0470a2,gradcafe,B,finance-unknown,accepted,2018 Fall,3.88,4.0,,,,London School of Economics,,,,,,,,,,,,international,London School of Economics Finance And Economics; Other (F18) Accepted via E-mail on 26 Jan 2018 Undergrad GPA: 3.88GRE General (V/Q/W): 0/0/0.00GRE Subject: n/aâ¦ Notified via email; will receive a formal offer in weeks; Haven't heard about the funding status. Undergrad in MLC: GPA 3.8+/4.0; Undergrad in USA: GPA 4.0/4.0. Wish you guys and me good luck in other programmes; too
f3c5129b6d2c,gradcafe,D,,interview,2018 Fall,,,,,,Kellogg School Of Management - Northwestern University,,,,,,,,,,,,,Kellogg School Of Management - Northwestern University Financial Economics; PhD (F18) Interview via E-mail on 18 Jan 2018 To the poster below; what questions did they ask you for the interview? Who took the interview? Thanks!!
9e7abd0ac882,gradcafe,D,,interview,2018 Fall,4.0,4.0,167.0,161.0,,"Kellogg, Northwestern University",,,,,,,,,,,,us,Kellogg; Northwestern University Financial Economics; PhD (F18) Interview via E-mail on 11 Jan 2018 Undergrad GPA: 4.00GRE General (V/Q/W): 161/167/4.50GRE Subject: n/aâ¦ Interviewed on 11/17/18.
91cabdf11213,gradcafe,B,finance-unknown,accepted,2018 Spring,3.65,4.0,,,,(Arizona State University) ASU,,,,,,,,,,,,us,(Arizona State University) ASU Applied Economics And Finance; MS; Masters (S18) Accepted via E-mail on 30 Oct 2017 Undergrad GPA: 3.65GRE General (V/Q/W): 0/0/0.00GRE Subject: n/aâ¦ Officially submitted application on 10/25; heard back by email and phone 10/30 for F18 MS-Fin program. Above average GPA from top-ranked liberal arts school; average GMAT score; and excellent letter of rec. Super excited!
439d8a1019c4,gradcafe,D,finance-unknown,,2017 Fall,,,,,,"Frankfurt Graduate School Of Economics, Finance, And Management (GSEFM)",,,,,,,,,,,,,Frankfurt Graduate School Of Economics; Finance; And Management (GSEFM) (MPhil)- Finance; PhD (F17) Other via Other on 18 May 2017 To the post below about Bonn; Mannheim and Frankfurt; When did you send your application to Frankfurt? I  have sent my application in the second stage; no answer yet. (Finance track)
515fe6eb03a7,gradcafe,D,finance-unknown,accepted,2017 Fall,,,,,,London School Of Economics & Political Science (LSE),,,,,,,,,,,,international,London School Of Economics & Political Science (LSE) MSc Accounting And Finance; Masters (F17) Accepted via E-mail on 8 May 2017 Strong first class honours from a Russell Group UK University.
0f9ecb38ae05,gradcafe,B,finance-unknown,accepted,2017 Fall,4.0,4.0,170.0,164.0,,London School Of Economics & Political Science (LSE),,,,,,,,,,,,international,London School Of Economics & Political Science (LSE) Finance And Economics; Masters (F17) Accepted via E-mail on 10 Apr 2017 Undergrad GPA: 4.00GRE General (V/Q/W): 164/170/5.50GRE Subject: n/aâ¦ Accepted to MSc program (2nd choice) after being rejected (waitlisted initially) by PhD program. Would have seriously considered it if I had been offered funding. Going to US PhD program this fall.
8c96a036a11a,gradcafe,D,,accepted,2017 Fall,,,,,,Erasmus Mundus QEM,,,,,,,,,,,,international,Erasmus Mundus QEM Models And Methods Of Quantitative Economics (QEM); Masters (F17) Accepted via E-mail on 12 May 2017 Have anyone gotten the result of Erasmus Mundus scholarship? I haven't seen any update in scholarship status since Feb. I have tried to contact the admissions office but haven't got any reply.
6ced330be824,gradcafe,B,,accepted,2017 Fall,3.33,4.0,,,,The London School Of Economics And Political Science,,,,,,,,,,,,us,The London School Of Economics And Political Science Health Policy; Planning & Financing; Masters (F17) Accepted via E-mail on 4 May 2017 Undergrad GPA: 3.33GRE General (V/Q/W): 0/0/0.00GRE Subject: n/aâ¦ GPA 3.33; 9 weeks from application to acceptance; three years of work experience in health policy and consulting + international internships/research. Joint LSE/ LSHTM program
84921438437a,gradcafe,D,,,,,,,,,Erasmus Mundus QEM,,,,,,,,,,,,,Erasmus Mundus QEM Models And Methods Of Quantitative Economics; Masters (?) Other via E-mail on 2 May 2017 Erasmus mundus scholarship results have been announced.
22b88ea85428,gradcafe,D,,,2017 Fall,,,,,,Erasmus Mundus QEM,,,,,,,,,,,,international,Erasmus Mundus QEM Models And Methods Of Quantitative Economics (QEM); Masters (F17) Other via Other on 29 Apr 2017 Although they said that erasmus mundus scholarship will be notified by end of april; there is still no news from EMS
549f846a3881,gradcafe,D,cornell-mfe,,2017 Fall,,,,,,Cornell (Johnson),,,,,,,,,,,,,Cornell (Johnson) Economics; Finance; Management; PhD (F17) Other via Other on 21 Apr 2017 To who has been admitted to Cornell: Congratulations! Have you interviewed with Johnson? Are you going to accept this offer? I didn't get the interview invitation; but I still haven't received the rejection letter yet. I wonder if I am still on the waiting list
968cd99c24c6,gradcafe,D,,,,,,,,,Erasmus Mundus QEM,,,,,,,,,,,,international,Erasmus Mundus QEM Models And Methods Of Quantitative Economics (QEM); Masters (?) Other via E-mail on 11 Apr 2017 According to the e-mail from QEM; Erasmus Mundus scholarship application status will be announced in late April.
c2dc3f333e3c,gradcafe,D,finance-unknown,,2017 Fall,,,,,,"Ryerson University, Canada",,,,,,,,,,,,international,Ryerson University; Canada International Economics & Finance; Masters (F17) Other via Other on 8 Apr 2017 To the Ryerson poster below: one got an offer without funding on Mar. 17 and another was rejected on Apr. 5. I have still not heard anything from Ryerson; too.
346461acaf9f,gradcafe,D,finance-unknown,,2017 Fall,3.59,4.0,,,,Ryerson University,,,,,,,,,,,,international,Ryerson University International Economics & Finance; Masters (F17) Other via Other on 8 Apr 2017 Undergrad GPA: 3.59GRE General (V/Q/W): 0/0/0.00GRE Subject: n/aâ¦ Have anyone heard back from them? It's almost been 2 months that i applied already.
d3119f6124bc,gradcafe,D,,,2017 Fall,,,,,,Erasmus Mundus QEM,,,,,,,,,,,,international,Erasmus Mundus QEM Models And Methods Of Quantitative Economics (QEM); Masters (F17) Other via Other on 7 Apr 2017 Got an e-mail about consortium scholarship 20 days ago; but there is still no news from erasmus mundus scholarship.
